trip_id,route_type
id0406877,междугородний
id0785685,городской
id1629369,пригородный
id1355246,междугородний
id1628669,аэропорт
id1116004,пригородный
id0967234,пригородный
id3598918,аэропорт
id2654324,пригородный
id1029605,пригородный
id3312009,аэропорт
id0613344,аэропорт
id1812126,междугородний
id1732469,междугородний
id3186530,пригородный
id0682114,городской
id3184547,пригородный
id2560061,аэропорт
id3704242,аэропорт
id0615130,городской
id3665657,городской
id0470982,аэропорт
id2899412,междугородний
id0590525,городской
id2831312,пригородный
id0983269,городской
id2786993,междугородний
id2591366,городской
id1433247,городской
id0529474,пригородный
id3340200,междугородний
id1040759,междугородний
id2438559,аэропорт
id0421427,городской
id3338465,аэропорт
id1023518,междугородний
id3069738,аэропорт
id0263431,пригородный
id3812611,аэропорт
id1991924,городской
id1556158,междугородний
id2970882,междугородний
id0879075,пригородный
id0195604,пригородный
id0079111,пригородный
id2494595,пригородный
id3200879,междугородний
id0171220,аэропорт
id2213119,аэропорт
id1020496,аэропорт
id1716262,междугородний
id3389037,междугородний
id0958852,пригородный
id2647717,аэропорт
id1099363,междугородний
id2636471,междугородний
id0684145,аэропорт
id1648576,городской
id3256893,аэропорт
id0797867,аэропорт
id0089077,междугородний
id3987153,городской
id2767803,городской
id2405238,городской
id1337389,аэропорт
id3562383,пригородный
id0680578,пригородный
id3863075,аэропорт
id1595769,пригородный
id0293324,городской
id0314510,аэропорт
id3290922,пригородный
id1565503,городской
id2708672,пригородный
id2440980,пригородный
id3155177,городской
id2425825,городской
id2328633,пригородный
id3518727,пригородный
id3595709,пригородный
id3975590,городской
id2356650,пригородный
id3475476,пригородный
id1435779,междугородний
id2785454,пригородный
id2715058,городской
id1615891,городской
id2486452,аэропорт
id1027841,аэропорт
id0492775,пригородный
id1873766,аэропорт
id1250523,городской
id2273053,пригородный
id3670619,городской
id0060596,междугородний
id0709182,аэропорт
id3232215,городской
id2350923,пригородный
id3596140,городской
id0087134,междугородний
id2041627,аэропорт
id1798954,городской
id3886741,аэропорт
id3454280,междугородний
id2449854,междугородний
id3976476,пригородный
id0511237,пригородный
id0598452,междугородний
id1829492,аэропорт
id2578277,аэропорт
id2530222,пригородный
id3865312,пригородный
id2527160,городской
id1478858,междугородний
id3717062,аэропорт
id3447079,междугородний
id1423996,городской
id0514167,пригородный
id2157492,междугородний
id0371366,городской
id2492427,междугородний
id1293182,городской
id0403810,междугородний
id2500082,пригородный
id0154030,междугородний
id0330881,пригородный
id3389914,городской
id3199028,аэропорт
id3404503,аэропорт
id1568170,пригородный
id0000703,городской
id2394148,пригородный
id2734741,городской
id1497655,аэропорт
id0223179,междугородний
id0821829,пригородный
id1746682,городской
id3900424,городской
id1629922,городской
id3785766,пригородный
id3969786,аэропорт
id1609597,аэропорт
id0311417,междугородний
id3383690,аэропорт
id3521208,аэропорт
id2593709,пригородный
id3368972,городской
id2419986,городской
id2547933,пригородный
id2482760,междугородний
id3331331,пригородный
id0663696,городской
id0100511,пригородный
id0893120,аэропорт
id2850238,междугородний
id1094314,пригородный
id3041748,пригородный
id1502879,междугородний
id2184383,аэропорт
id3313288,аэропорт
id1639632,междугородний
id1397949,пригородный
id0503920,междугородний
id3932314,аэропорт
id1263281,пригородный
id0886597,аэропорт
id2633971,городской
id2908042,пригородный
id0844438,городской
id0378166,пригородный
id3381738,аэропорт
id2973575,пригородный
id0085448,междугородний
id2137780,городской
id0123186,междугородний
id3734269,пригородный
id2954143,пригородный
id2666039,городской
id2067283,пригородный
id0692595,междугородний
id2488054,междугородний
id2193246,аэропорт
id0086594,аэропорт
id1770640,аэропорт
id0641520,междугородний
id2964162,междугородний
id3227144,междугородний
id3509395,междугородний
id2974283,пригородный
id2794583,междугородний
id1869125,пригородный
id1229514,городской
id3573000,аэропорт
id3992895,пригородный
id0023798,городской
id3935112,пригородный
id2775411,междугородний
id1461008,аэропорт
id1983644,междугородний
id2041931,городской
id0132601,аэропорт
id0652725,пригородный
id2092314,аэропорт
id1393433,городской
id2295038,аэропорт
id0519075,пригородный
id2151595,пригородный
id2300394,аэропорт
id0420582,аэропорт
id2878519,пригородный
id3694790,пригородный
id2355653,аэропорт
id2759600,аэропорт
id3342591,аэропорт
id0687344,междугородний
id0606051,аэропорт
id2433397,междугородний
id0402953,междугородний
id3448819,аэропорт
id1844272,междугородний
id2521918,междугородний
id1970907,городской
id2049240,пригородный
id0413389,городской
id2156847,междугородний
id3383429,городской
id3576978,междугородний
id3644091,пригородный
id1481771,городской
id3976747,междугородний
id3235859,пригородный
id3270013,пригородный
id3030004,аэропорт
id2502491,пригородный
id1725966,городской
id0105221,городской
id0141489,городской
id2091664,аэропорт
id0052022,городской
id2106020,пригородный
id1252092,пригородный
id0054091,аэропорт
id3359871,пригородный
id3947629,междугородний
id3231986,пригородный
id0583046,аэропорт
id3591135,городской
id1632340,междугородний
id2457226,городской
id3280183,городской
id2045322,аэропорт
id0385489,пригородный
id3273958,городской
id2781493,городской
id1415367,междугородний
id2381924,пригородный
id1084229,междугородний
id1138379,аэропорт
id1135402,городской
id0288419,пригородный
id2129078,пригородный
id1511910,междугородний
id0952898,пригородный
id0625510,пригородный
id2818038,междугородний
id0826024,аэропорт
id0411340,городской
id2073590,городской
id0700371,пригородный
id1662093,пригородный
id3073816,городской
id3925041,междугородний
id3125166,аэропорт
id1727106,городской
id0399337,аэропорт
id1047789,междугородний
id2457784,городской
id3530531,городской
id0920559,пригородный
id2676745,аэропорт
id3491270,пригородный
id2197296,городской
id3878958,городской
id3768737,городской
id3507734,городской
id1309374,городской
id1861274,городской
id0319185,городской
id2694324,городской
id2706042,городской
id0224841,аэропорт
id0483506,пригородный
id1081101,аэропорт
id1524900,междугородний
id3041512,аэропорт
id0664462,междугородний
id0518954,городской
id2004443,междугородний
id1061811,междугородний
id2840084,городской
id1760915,аэропорт
id3253474,пригородный
id2119310,междугородний
id3926937,городской
id3288722,городской
id1639721,пригородный
id0996722,междугородний
id2527553,аэропорт
id1825855,междугородний
id1180073,аэропорт
id1960711,междугородний
id1490468,городской
id3696735,аэропорт
id1790139,пригородный
id2635870,аэропорт
id0992056,междугородний
id2468061,пригородный
id0411877,городской
id3280485,аэропорт
id0877630,аэропорт
id2556164,междугородний
id2676873,городской
id0575143,городской
id2501566,пригородный
id3299338,пригородный
id3309555,городской
id1546975,аэропорт
id0268823,междугородний
id1801115,аэропорт
id2692127,аэропорт
id2890483,городской
id3058781,городской
id2909434,пригородный
id2765260,аэропорт
id0995742,междугородний
id0940055,городской
id3898142,аэропорт
id3752408,городской
id3815732,городской
id2717101,аэропорт
id3647442,пригородный
id0683026,городской
id3394460,городской
id0138320,городской
id0345668,пригородный
id0159097,аэропорт
id3004418,городской
id2957529,аэропорт
id1236534,междугородний
id0050873,междугородний
id0181736,пригородный
id0203010,аэропорт
id1474209,аэропорт
id0117753,междугородний
id0622284,городской
id3710509,городской
id3637389,пригородный
id1228498,междугородний
id0827722,аэропорт
id1750528,городской
id3663517,пригородный
id2872969,городской
id0262756,пригородный
id0689635,пригородный
id1902543,городской
id0425838,пригородный
id0304551,городской
id2103871,междугородний
id1363872,междугородний
id3163590,городской
id3723518,аэропорт
id2184752,городской
id0875549,аэропорт
id0193235,пригородный
id2168856,городской
id0043781,пригородный
id1224857,аэропорт
id2276963,аэропорт
id2343080,городской
id3476272,пригородный
id3467317,междугородний
id2561792,междугородний
id3498509,междугородний
id2546996,междугородний
id2180685,аэропорт
id0778707,аэропорт
id1941855,пригородный
id3112237,пригородный
id3585879,пригородный
id0461202,аэропорт
id3707649,междугородний
id1258472,аэропорт
id2244435,пригородный
id0391893,пригородный
id1036322,аэропорт
id1279531,пригородный
id2300142,городской
id3547551,междугородний
id3959603,аэропорт
id1016004,аэропорт
id1008210,пригородный
id2327580,городской
id1996653,пригородный
id0037719,междугородний
id2446306,пригородный
id3885335,городской
id0028094,междугородний
id0226431,междугородний
id0648685,аэропорт
id0837927,аэропорт
id2180750,междугородний
id3053276,междугородний
id2996782,аэропорт
id3230454,пригородный
id3000217,аэропорт
id0776184,городской
id2874564,междугородний
id2062727,аэропорт
id2631220,городской
id2565618,междугородний
id2762106,городской
id0452453,городской
id1659814,аэропорт
id0915903,междугородний
id3734342,городской
id3910735,пригородный
id2002026,междугородний
id2717175,пригородный
id1133935,междугородний
id1250283,городской
id0522457,пригородный
id2748778,междугородний
id2184346,междугородний
id0348759,междугородний
id0180163,городской
id0371622,городской
id1697451,городской
id0377815,пригородный
id2199868,междугородний
id0716789,городской
id1818238,пригородный
id1329970,аэропорт
id2428859,городской
id3882342,междугородний
id2230823,аэропорт
id3055079,аэропорт
id1323442,междугородний
id0410040,пригородный
id2224909,междугородний
id3412285,пригородный
id0887499,междугородний
id0443851,аэропорт
id3515223,пригородный
id1316585,городской
id2289992,междугородний
id2116478,междугородний
id3530919,междугородний
id3712651,междугородний
id0576386,аэропорт
id0453839,пригородный
id0793042,аэропорт
id3931604,аэропорт
id1359029,пригородный
id2916941,междугородний
id1083253,пригородный
id2789258,городской
id0714945,пригородный
id0561348,городской
id3405158,городской
id3058619,междугородний
id0733549,аэропорт
id2404449,городской
id1123915,аэропорт
id0372649,пригородный
id2176692,пригородный
id0649908,городской
id0136215,городской
id1317593,междугородний
id0670141,городской
id3920572,пригородный
id3730559,пригородный
id2792217,пригородный
id1476419,междугородний
id3888955,аэропорт
id1671845,аэропорт
id1405064,городской
id1035231,городской
id2095153,аэропорт
id1514777,междугородний
id1450328,междугородний
id0249392,городской
id1106419,междугородний
id3584626,пригородный
id2297135,междугородний
id1059096,городской
id0409709,городской
id1326722,аэропорт
id1269310,аэропорт
id1314574,аэропорт
id2215236,пригородный
id2433403,пригородный
id0729611,аэропорт
id1311473,аэропорт
id0169036,пригородный
id1337202,городской
id1783147,аэропорт
id1418242,пригородный
id3407648,пригородный
id3761233,пригородный
id3468509,междугородний
id2493424,междугородний
id1314298,аэропорт
id1081174,пригородный
id3235816,аэропорт
id3309520,городской
id3690597,пригородный
id0779775,городской
id3742036,городской
id0612370,междугородний
id3565405,аэропорт
id1055133,междугородний
id2436895,пригородный
id2722371,пригородный
id0420853,пригородный
id2309754,городской
id3475171,междугородний
id1099920,аэропорт
id1790245,городской
id3789960,пригородный
id0201252,пригородный
id0500315,аэропорт
id1740493,пригородный
id2714771,городской
id3638241,междугородний
id2872393,городской
id0147746,пригородный
id1191652,пригородный
id3410102,междугородний
id1872215,аэропорт
id3066862,междугородний
id2345215,городской
id1295969,междугородний
id2002367,междугородний
id3726354,городской
id0114328,пригородный
id1530511,аэропорт
id1287907,междугородний
id3519235,междугородний
id2237384,аэропорт
id3200806,городской
id1588836,пригородный
id2016379,аэропорт
id2635775,городской
id1284547,междугородний
id0976824,городской
id3479308,пригородный
id0364046,аэропорт
id2260476,аэропорт
id2983558,городской
id0867550,аэропорт
id2696509,междугородний
id3412038,аэропорт
id1355337,аэропорт
id1267008,междугородний
id1390767,аэропорт
id3091504,городской
id0953814,городской
id1833736,пригородный
id0713693,аэропорт
id2278628,пригородный
id0468400,пригородный
id3637880,аэропорт
id3305973,городской
id2442044,пригородный
id0155391,междугородний
id2821964,аэропорт
id3041779,пригородный
id3778401,междугородний
id3249331,пригородный
id0030580,междугородний
id1299588,пригородный
id0283447,пригородный
id0855977,пригородный
id1849751,междугородний
id0641461,пригородный
id1385321,аэропорт
id3499671,междугородний
id1925952,городской
id1683582,аэропорт
id2052549,аэропорт
id0910976,городской
id2273703,аэропорт
id1114980,аэропорт
id2261530,городской
id2987516,аэропорт
id1368245,городской
id0511905,пригородный
id2796154,аэропорт
id3180223,аэропорт
id3126456,междугородний
id0868222,междугородний
id0762231,аэропорт
id0729002,пригородный
id2627080,междугородний
id3617581,междугородний
id1383976,городской
id3101915,городской
id1059413,пригородный
id1389813,пригородный
id0872382,междугородний
id2717556,городской
id0923207,городской
id1540042,междугородний
id0315421,междугородний
id2209499,городской
id0641919,пригородный
id0629539,городской
id2840888,пригородный
id1039156,аэропорт
id2476452,пригородный
id0009916,пригородный
id2649289,аэропорт
id2410501,междугородний
id0470718,междугородний
id2438961,междугородний
id3802802,пригородный
id2473380,городской
id3667987,междугородний
id2368774,пригородный
id2510712,пригородный
id0112137,пригородный
id2316412,городской
id2308561,аэропорт
id1833403,пригородный
id0764383,междугородний
id2126064,пригородный
id1858456,аэропорт
id1976892,аэропорт
id2897618,городской
id0364635,аэропорт
id3804237,аэропорт
id0562747,пригородный
id2871136,пригородный
id1927308,пригородный
id0595775,пригородный
id3879421,междугородний
id1928679,городской
id3362102,пригородный
id0725939,городской
id2630283,пригородный
id3791401,междугородний
id1373688,пригородный
id2490583,городской
id1943743,городской
id2251369,городской
id2983152,аэропорт
id1320677,пригородный
id3764838,междугородний
id0354689,аэропорт
id1472348,пригородный
id1704185,городской
id0492939,городской
id0588998,городской
id1128332,городской
id2483031,пригородный
id3641347,аэропорт
id1663743,городской
id2733623,пригородный
id3506969,городской
id3536660,аэропорт
id1142420,междугородний
id2989163,городской
id1079562,аэропорт
id0540252,аэропорт
id1300606,пригородный
id0675149,городской
id0175180,аэропорт
id3660096,пригородный
id1482775,городской
id0384519,междугородний
id1112488,городской
id2740112,аэропорт
id0678180,аэропорт
id2597290,междугородний
id2248132,аэропорт
id3220259,городской
id1081230,пригородный
id3469125,аэропорт
id1096012,аэропорт
id2980969,пригородный
id2411302,аэропорт
id0872638,аэропорт
id1716779,аэропорт
id0841387,аэропорт
id2709411,междугородний
id0156370,пригородный
id2560004,междугородний
id1142838,пригородный
id2335162,междугородний
id0785831,междугородний
id3386643,городской
id3753847,междугородний
id1620195,междугородний
id2398493,пригородный
id3507817,городской
id0924011,междугородний
id2310902,городской
id1987139,аэропорт
id3168100,городской
id3372129,междугородний
id0569382,аэропорт
id3049110,пригородный
id1587842,городской
id3487242,городской
id0416270,междугородний
id1431471,междугородний
id2647838,междугородний
id1099705,городской
id1285604,городской
id1579303,городской
id0391417,городской
id3815421,городской
id2535570,городской
id2457059,пригородный
id3778567,городской
id0563096,междугородний
id3811296,городской
id1341614,пригородный
id0999402,пригородный
id1398646,пригородный
id3939134,междугородний
id3773472,пригородный
id1870819,междугородний
id3068009,городской
id1715174,городской
id0361177,аэропорт
id1080990,аэропорт
id2641162,аэропорт
id1016713,пригородный
id3425330,пригородный
id3672614,аэропорт
id1229479,аэропорт
id2056398,аэропорт
id1852997,пригородный
id0147818,междугородний
id3149803,аэропорт
id1466047,городской
id1737301,аэропорт
id2912685,городской
id2727145,городской
id3618740,аэропорт
id2909963,пригородный
id2016935,аэропорт
id1140313,пригородный
id2715902,аэропорт
id3928253,пригородный
id3778686,междугородний
id2344711,городской
id3721341,междугородний
id0187676,пригородный
id0525388,аэропорт
id3000728,междугородний
id1378865,аэропорт
id2221026,пригородный
id3906861,городской
id3469052,пригородный
id1714459,аэропорт
id3745481,аэропорт
id1434460,междугородний
id0922419,междугородний
id1006387,междугородний
id2269159,междугородний
id1940550,пригородный
id3270618,междугородний
id3690425,пригородный
id1288925,пригородный
id1704148,городской
id0039197,пригородный
id2900094,пригородный
id2095416,междугородний
id0194798,пригородный
id2305990,городской
id0816662,пригородный
id3166493,междугородний
id3035582,междугородний
id0820010,городской
id3236347,аэропорт
id1275904,аэропорт
id0696392,городской
id1159620,пригородный
id2142212,пригородный
id0181726,городской
id1425483,пригородный
id3249836,аэропорт
id3663408,междугородний
id0098678,пригородный
id1001546,аэропорт
id1671230,аэропорт
id2311124,городской
id0411673,городской
id0872204,аэропорт
id2102509,междугородний
id3163623,пригородный
id1279335,междугородний
id0011775,междугородний
id3775543,аэропорт
id1067026,городской
id2797483,междугородний
id2632184,пригородный
id3305855,междугородний
id3081755,междугородний
id1276495,междугородний
id0806211,междугородний
id3689477,междугородний
id2627917,аэропорт
id0701176,междугородний
id3363951,городской
id0570486,городской
id0788601,городской
id0970611,пригородный
id3520935,междугородний
id0784580,аэропорт
id3011819,аэропорт
id0325505,пригородный
id2666452,междугородний
id1224678,аэропорт
id3059231,пригородный
id2693414,пригородный
id2982368,аэропорт
id3025256,пригородный
id3215001,аэропорт
id0165975,пригородный
id3705441,городской
id0091798,аэропорт
id2417102,аэропорт
id2390946,пригородный
id3988317,аэропорт
id3190548,пригородный
id0436169,городской
id3373187,междугородний
id1776285,городской
id1049561,междугородний
id1136579,междугородний
id2687928,междугородний
id3903287,городской
id1236181,междугородний
id3790042,городской
id0993772,пригородный
id3267623,пригородный
id2600136,междугородний
id2380488,городской
id1658696,междугородний
id1371532,городской
id1095477,городской
id2109383,пригородный
id3053111,пригородный
id3377181,пригородный
id2545918,аэропорт
id2981964,пригородный
id2122237,междугородний
id0857521,городской
id3146402,междугородний
id2799406,городской
id3306718,городской
id3728666,городской
id2981502,междугородний
id0365602,городской
id2363871,городской
id2632272,пригородный
id0664013,аэропорт
id2058508,междугородний
id0380808,пригородный
id1006838,междугородний
id3382924,пригородный
id0763047,аэропорт
id1941032,пригородный
id0045325,аэропорт
id1361178,городской
id2720779,пригородный
id3545220,пригородный
id2137440,междугородний
id1557095,междугородний
id0567395,городской
id3578626,городской
id1776083,аэропорт
id2066235,городской
id2790067,междугородний
id1058872,пригородный
id2156943,междугородний
id1338656,пригородный
id2048967,аэропорт
id3398720,пригородный
id1936880,городской
id0492707,междугородний
id3635901,междугородний
id0567378,пригородный
id0404346,пригородный
id1906231,городской
id0420149,междугородний
id0648347,аэропорт
id2399319,пригородный
id1604508,междугородний
id1238616,городской
id0281920,городской
id1881279,городской
id2143175,пригородный
id3165468,пригородный
id3560095,пригородный
id0853864,городской
id1672462,городской
id3440641,аэропорт
id2246850,междугородний
id0183739,междугородний
id2113024,междугородний
id2265860,городской
id2999089,междугородний
id0138697,городской
id3327923,городской
id0202630,междугородний
id1411944,городской
id2566985,аэропорт
id3585582,аэропорт
id0282784,аэропорт
id0036897,аэропорт
id3629315,междугородний
id3298900,аэропорт
id1700165,междугородний
id1094357,аэропорт
id2494403,аэропорт
id3544448,городской
id3535778,междугородний
id3989490,междугородний
id0905255,аэропорт
id1545689,пригородный
id2062133,междугородний
id0201676,междугородний
id3095662,аэропорт
id0273582,аэропорт
id1038001,междугородний
id2928370,городской
id0859470,междугородний
id3021017,городской
id0613065,междугородний
id3914327,аэропорт
id0484363,городской
id3553150,пригородный
id1231157,городской
id0697442,аэропорт
id3253760,пригородный
id1506625,междугородний
id3697936,междугородний
id1781394,междугородний
id2660725,междугородний
id3960794,аэропорт
id0363512,городской
id1974589,пригородный
id3459787,междугородний
id3795734,аэропорт
id3791057,пригородный
id0776711,городской
id1634082,аэропорт
id2178976,междугородний
id2175829,городской
id1247626,аэропорт
id1052592,междугородний
id0450429,городской
id3520005,междугородний
id0616243,пригородный
id3988951,городской
id2455957,аэропорт
id3930707,аэропорт
id0878227,междугородний
id1939048,аэропорт
id3362518,пригородный
id0661789,пригородный
id1324637,междугородний
id3265577,междугородний
id0608216,городской
id2690754,междугородний
id0037145,пригородный
id2904030,междугородний
id1687034,городской
id3101613,пригородный
id3886081,междугородний
id3660478,городской
id2330140,городской
id2058693,городской
id1518922,городской
id0161511,пригородный
id0170312,аэропорт
id0291543,городской
id3490682,междугородний
id3853734,городской
id3713862,городской
id1180279,пригородный
id1094641,пригородный
id1598575,городской
id3151501,городской
id0672912,пригородный
id0024394,аэропорт
id1701086,аэропорт
id0255668,междугородний
id2515302,аэропорт
id2636488,междугородний
id2561054,аэропорт
id1620061,аэропорт
id2622471,междугородний
id1180581,городской
id1491252,пригородный
id3853300,аэропорт
id3652233,аэропорт
id0707306,междугородний
id2986857,городской
id2569676,городской
id0606179,пригородный
id2929580,пригородный
id2197926,аэропорт
id0643996,междугородний
id0241557,аэропорт
id1888586,междугородний
id0971948,междугородний
id1746317,городской
id2973033,междугородний
id1897126,междугородний
id3471433,городской
id2676693,городской
id2517982,пригородный
id2030630,городской
id3099989,междугородний
id0623867,аэропорт
id0073849,городской
id1493392,городской
id1912136,городской
id3114255,пригородный
id2501916,аэропорт
id0457020,аэропорт
id3585206,междугородний
id2994017,аэропорт
id1187587,пригородный
id2039974,городской
id1380124,междугородний
id2242566,аэропорт
id1597947,междугородний
id1543949,аэропорт
id0267097,пригородный
id1200977,городской
id1617989,аэропорт
id0361288,пригородный
id2366707,городской
id2143538,пригородный
id2126567,междугородний
id3868705,городской
id2282182,городской
id0739800,аэропорт
id2098062,пригородный
id1617191,городской
id2230451,междугородний
id1901329,городской
id2832713,аэропорт
id0846982,пригородный
id1294140,пригородный
id1941274,междугородний
id0489447,пригородный
id3377742,аэропорт
id2260371,пригородный
id2267838,аэропорт
id3909797,аэропорт
id1366982,городской
id3840806,пригородный
id1268824,аэропорт
id0869353,городской
id1143109,аэропорт
id1648509,городской
id3166541,городской
id1194579,междугородний
id0726035,городской
id3168807,аэропорт
id2350670,пригородный
id0795517,пригородный
id1144772,городской
id0179090,аэропорт
id0070375,аэропорт
id3948330,городской
id2959183,междугородний
id2562767,городской
id3497574,пригородный
id2276631,аэропорт
id3629910,пригородный
id2440210,городской
id0481169,междугородний
id2989389,пригородный
id2188140,междугородний
id0134765,аэропорт
id2680230,городской
id2124236,междугородний
id0070871,аэропорт
id3829392,аэропорт
id3846545,городской
id0093598,аэропорт
id0499797,городской
id2875637,городской
id3358718,аэропорт
id1254398,аэропорт
id1045317,пригородный
id1934005,междугородний
id0773018,междугородний
id3999506,аэропорт
id1678856,междугородний
id2857578,городской
id2657679,пригородный
id1978162,городской
id0549319,междугородний
id2652450,аэропорт
id2205071,пригородный
id2370076,пригородный
id3086361,городской
id2511320,аэропорт
id1471926,городской
id2001630,междугородний
id0961837,аэропорт
id2607710,пригородный
id3361177,аэропорт
id3814546,городской
id2895767,аэропорт
id0333382,пригородный
id3456623,пригородный
id3546089,пригородный
id0814652,пригородный
id0335432,пригородный
id0617253,пригородный
id0893068,аэропорт
id1587969,городской
id3181334,междугородний
id3592130,пригородный
id0038649,городской
id3108485,городской
id0361338,междугородний
id1799154,городской
id0159719,аэропорт
id3315084,городской
id2331084,городской
id0627398,междугородний
id0599037,городской
id3954406,пригородный
id0041452,городской
id2717351,аэропорт
id3168223,междугородний
id1738025,пригородный
id2688659,аэропорт
id1817906,аэропорт
id3395171,междугородний
id3568028,пригородный
id2758867,пригородный
id2100843,пригородный
id0582789,пригородный
id3946666,пригородный
id3939999,междугородний
id1290073,аэропорт
id2370759,пригородный
id0872652,междугородний
id3236326,междугородний
id2862594,городской
id3011283,городской
id0800361,междугородний
id2997462,междугородний
id2221739,городской
id0452792,аэропорт
id3027040,пригородный
id3556975,междугородний
id2965612,аэропорт
id3749534,городской
id1630395,междугородний
id1558368,междугородний
id1187943,междугородний
id3880683,аэропорт
id3864534,пригородный
id2294936,аэропорт
id2540943,пригородный
id0623405,пригородный
id3314380,аэропорт
id0914880,городской
id1119812,аэропорт
id0834819,городской
id3128063,аэропорт
id1771789,городской
id0556294,городской
id0640066,междугородний
id3254712,междугородний
id3656770,пригородный
id3400657,аэропорт
id1011131,городской
id1053514,городской
id0323708,аэропорт
id2593395,городской
id0348202,городской
id1338985,аэропорт
id0550599,городской
id0084425,городской
id3879755,междугородний
id3903429,аэропорт
id2966306,пригородный
id2168289,междугородний
id1941182,междугородний
id1888506,междугородний
id3819430,междугородний
id2754101,городской
id0171167,городской
id0989821,городской
id0595848,междугородний
id2379011,аэропорт
id3257854,пригородный
id1059087,пригородный
id1070018,аэропорт
id1080024,междугородний
id1824808,пригородный
id2197573,городской
id3539582,городской
id2517909,пригородный
id3316044,аэропорт
id0172041,городской
id0125395,городской
id0593333,пригородный
id2189390,междугородний
id2845256,городской
id2555193,пригородный
id2589433,междугородний
id1279761,аэропорт
id2502329,междугородний
id2321966,междугородний
id2511441,городской
id2694618,городской
id1639279,городской
id0452255,пригородный
id3760561,городской
id2089698,аэропорт
id3028133,пригородный
id1291060,междугородний
id0107227,междугородний
id3168322,междугородний
id3382829,междугородний
id1301064,городской
id0505705,междугородний
id0459328,аэропорт
id1153975,городской
id0498666,междугородний
id2869540,городской
id1147204,пригородный
id1362897,пригородный
id0623477,городской
id1758495,городской
id1171842,городской
id0647063,аэропорт
id3594868,пригородный
id3220573,междугородний
id2161605,городской
id2577858,городской
id2737864,междугородний
id1530073,пригородный
id3774131,междугородний
id3436403,аэропорт
id2601540,пригородный
id2738494,городской
id2137314,пригородный
id3752135,городской
id0674461,аэропорт
id3312425,городской
id0275296,городской
id3046762,аэропорт
id2617037,пригородный
id3305705,городской
id0355590,пригородный
id0867857,междугородний
id2621412,пригородный
id3008679,междугородний
id3469109,аэропорт
id3247471,пригородный
id0059697,междугородний
id2847115,пригородный
id3217131,междугородний
id1100569,городской
id0069496,аэропорт
id0379213,пригородный
id3044389,междугородний
id2755891,городской
id3807253,городской
id2888532,аэропорт
id3746174,пригородный
id3078552,аэропорт
id3326518,аэропорт
id3556077,междугородний
id1461644,аэропорт
id3894743,городской
id0516616,аэропорт
id0055982,городской
id1021082,междугородний
id3481480,пригородный
id0688476,пригородный
id3833410,пригородный
id1100225,аэропорт
id3191339,междугородний
id2765945,пригородный
id3980289,междугородний
id3010804,аэропорт
id0918292,междугородний
id3860027,аэропорт
id1437340,пригородный
id1935383,аэропорт
id2551434,аэропорт
id3071162,аэропорт
id0014294,междугородний
id3808316,аэропорт
id0805530,междугородний
id2767647,междугородний
id3308456,пригородный
id0370982,аэропорт
id2336177,междугородний
id3305095,междугородний
id1469373,пригородный
id0665893,городской
id2366280,аэропорт
id2375545,городской
id0721711,аэропорт
id3523097,городской
id1462717,пригородный
id2590577,городской
id0856753,аэропорт
id2429537,городской
id3284684,аэропорт
id2888543,городской
id0359485,городской
id1422798,пригородный
id3873366,аэропорт
id1226488,пригородный
id0210413,междугородний
id3660589,пригородный
id3162719,аэропорт
id1865043,городской
id3489113,аэропорт
id1818374,городской
id3834680,городской
id3901833,пригородный
id0515552,городской
id0857049,аэропорт
id0871460,пригородный
id2955955,пригородный
id3548181,междугородний
id2761688,междугородний
id1174843,аэропорт
id1706727,пригородный
id3820793,городской
id0531905,городской
id0866909,междугородний
id1725952,пригородный
id1838527,аэропорт
id0553820,междугородний
id3653282,пригородный
id1960485,аэропорт
id3699069,междугородний
id2357861,пригородный
id2750282,аэропорт
id3119371,городской
id1790297,аэропорт
id0342112,аэропорт
id0298794,аэропорт
id0710987,аэропорт
id3370806,аэропорт
id1053374,аэропорт
id3771308,аэропорт
id0028823,пригородный
id2175685,пригородный
id3648985,городской
id2582413,междугородний
id1561417,пригородный
id1820776,городской
id3997806,аэропорт
id0545739,междугородний
id3878837,городской
id3880688,пригородный
id2256259,городской
id0987185,городской
id3062849,аэропорт
id1218464,междугородний
id2742528,междугородний
id0262183,городской
id2227989,междугородний
id3683082,городской
id2131863,пригородный
id2185144,междугородний
id2891482,аэропорт
id0018326,междугородний
id2044245,пригородный
id0501916,аэропорт
id1471803,пригородный
id2092366,городской
id0525526,городской
id0785678,междугородний
id0786635,пригородный
id0720827,междугородний
id2623257,пригородный
id2388685,пригородный
id0420648,пригородный
id1298018,аэропорт
id0865934,пригородный
id0879437,междугородний
id1780556,городской
id3212104,аэропорт
id0043401,городской
id1329256,междугородний
id3469832,пригородный
id2823967,городской
id3880308,пригородный
id3460650,городской
id1228245,пригородный
id3917301,пригородный
id2368104,аэропорт
id2737040,аэропорт
id1029985,аэропорт
id0676619,междугородний
id2452368,аэропорт
id3958823,междугородний
id1159416,пригородный
id2818561,междугородний
id1323064,городской
id0803101,междугородний
id2878987,городской
id0797165,пригородный
id3192524,пригородный
id3026671,междугородний
id3013058,городской
id1372876,аэропорт
id2845806,городской
